time_s,alpha_mean,alpha_ci95,n_seeds,alpha_mean_smooth,alpha_ci95_smooth
28.25,0.9941150989852535,0.0008467355773439124,100,0.9941198856399606,0.000843893073804297
28.35,0.9941165179037829,0.0008465301455021929,100,0.9941164735186976,0.0008465615317569598
28.450000000000003,0.9941178036670564,0.000846418872424774,100,0.9941208860958776,0.0008441065935663716
28.55,0.9941283367167937,0.0008393707627721477,100,0.9941283505420605,0.0008405503650196756
28.650000000000002,0.9941389112423312,0.0008358614598621052,100,0.9941341832118201,0.0008381948105200962
28.75,0.9941353016763352,0.0008393522089260355,100,0.9941356984651998,0.0008379006239300069
28.85,0.9941328824769329,0.0008384882030018796,100,0.9941365522860529,0.0008387216500237217
28.950000000000003,0.9941414727048905,0.0008383245381432499,100,0.9941383994847078,0.0008387277129885657
29.05,0.9941408432723,0.0008393703978205675,100,0.9941400025249254,0.0008387464941649589
29.150000000000002,0.9941376915975855,0.000838544546531059,100,0.9941392803058392,0.0008389698372192542
29.25,0.9941393060476326,0.0008389945673061359,100,0.9941392438525279,0.0008386060686953943
29.35,0.9941407339123656,0.0008382790922489881,100,0.9941397691368747,0.0008388141266261016
29.450000000000003,0.9941392674506261,0.0008391687203231806,100,0.9941338847630196,0.0008386019934094954
29.55,0.9941216529260669,0.0008383581676563176,100,0.9941355723653119,0.000839125466154575
29.650000000000002,0.9941457967192427,0.0008398495104842268,100,0.9941368115017614,0.0008387505485583542
29.75,0.9941429848599745,0.0008380439675345181,100,0.9941431194586502,0.0008386424698279336
29.85,0.9941405767967333,0.0008380339314650561,100,0.9941415088987622,0.0008383616093298753
29.950000000000003,0.9941409650395784,0.0008390069289900519,100,0.9941728112828235,0.0008276635414144476
30.05,0.9942368920121589,0.0008059497637882348,100,0.9942088359820264,0.0008172603810463415
30.150000000000002,0.9942486508943418,0.0008068244503607379,100,0.994243310525038,0.0008063034598427555
30.25,0.9942443886686132,0.0008061361653792938,100,0.9942467912221326,0.0008064174480821393
30.35,0.9942473341034426,0.0008062917285063863,100,0.9942458613860279,0.0008062139469428401
