scheduler,time_s,mean,CI95_low,CI95_high,n
PF,16.35,3745.409257435898,,,1
PF,16.45,3786.0659412674,,,1
PF,16.55,3826.996847454545,,,1
PF,16.650000000000002,3868.278239686868,,,1
PF,16.75,3910.614482809524,,,1
PF,16.85,3951.856377285292,,,1
PF,16.95,3992.685443988641,,,1
PF,17.05,4033.220191137732,,,1
PF,17.150000000000002,4074.784299500459,,,1
PF,17.25,4116.602688915334,,,1
PF,17.35,4158.071908353765,,,1
PF,17.45,4200.334402841239,,,1
PF,17.55,4241.246626083731,,,1
PF,17.650000000000002,4284.094367799239,,,1
PF,17.75,4325.113340764757,,,1
PF,17.85,4367.153411139972,,,1
PF,17.95,4408.469723038213,,,1
PF,18.05,4449.5295499024105,,,1
PF,18.15,4491.661638566635,,,1
PF,18.25,4532.780255419381,,,1
PF,18.35,4570.161406752714,,,1
PF,18.45,4596.954021928318,,,1
PF,18.55,4615.293859828697,,,1
PF,18.65,4629.635539742278,,,1
PF,18.75,4644.121338478641,,,1
PF,18.85,4659.500066754902,,,1
PF,18.95,4675.019194353193,,,1
PF,19.05,4690.882233911312,,,1
PF,19.15,4706.080388059228,,,1
PF,19.25,4721.582515924704,,,1
PF,19.35,4736.734107880112,,,1
PF,19.450000000000003,4752.240196706924,,,1
PF,19.55,4767.97260410362,,,1
PF,19.65,4783.086994890095,,,1
PF,19.75,4798.05076854618,,,1
PF,19.85,4812.406578525714,,,1
PF,19.950000000000003,4827.351984079737,,,1
PF,20.05,4842.3509353218005,,,1
PF,20.15,4856.948592646358,,,1
PF,20.25,4872.212358458569,,,1
PF,20.35,4887.547543890791,,,1
PF,20.450000000000003,4903.704743780497,,,1
PF,20.55,4918.788758048019,,,1
PF,20.65,4934.352834767672,,,1
PF,20.75,4948.67415201226,,,1
PF,20.85,4964.228410172597,,,1
PF,20.950000000000003,4979.448792297388,,,1
PF,21.05,4994.70158613187,,,1
PF,21.15,5009.883033604444,,,1
PF,21.25,5025.434130901449,,,1
PF,21.35,5042.422051548604,,,1
PF,21.450000000000003,5058.087625881937,,,1
PF,21.55,5072.848400558266,,,1
PF,21.65,5086.857986840049,,,1
PF,21.75,5101.845158722402,,,1
PF,21.85,5116.520542251291,,,1
