figure,panel,scheduler,time_s,value
fig05,(d) Aggregate backlog.,PF,10.65,1676.8759327015532
fig05,(d) Aggregate backlog.,PF,10.75,1700.614963603405
fig05,(d) Aggregate backlog.,PF,10.85,1724.9696603601449
fig05,(d) Aggregate backlog.,PF,10.95,1749.3388431030023
fig05,(d) Aggregate backlog.,PF,11.05,1773.77789366601
fig05,(d) Aggregate backlog.,PF,11.15,1797.4248405691983
fig05,(d) Aggregate backlog.,PF,11.25,1821.1845629246911
fig05,(d) Aggregate backlog.,PF,11.35,1844.3833962677115
fig05,(d) Aggregate backlog.,PF,11.45,1867.473641186846
fig05,(d) Aggregate backlog.,PF,11.55,1891.645895956537
fig05,(d) Aggregate backlog.,PF,11.65,1914.980594642614
fig05,(d) Aggregate backlog.,PF,11.75,1938.0480371707529
fig05,(d) Aggregate backlog.,PF,11.85,1961.5215846527117
fig05,(d) Aggregate backlog.,PF,11.95,1986.0312685782828
fig05,(d) Aggregate backlog.,PF,12.05,2011.2638442421207
fig05,(d) Aggregate backlog.,PF,12.15,2035.633322492121
fig05,(d) Aggregate backlog.,PF,12.25,2060.351669630327
fig05,(d) Aggregate backlog.,PF,12.35,2086.880950969712
fig05,(d) Aggregate backlog.,PF,12.45,2119.7320894561985
fig05,(d) Aggregate backlog.,PF,12.55,2158.183135933295
fig05,(d) Aggregate backlog.,PF,12.65,2198.4306783094653
fig05,(d) Aggregate backlog.,PF,12.75,2240.2299318640044
fig05,(d) Aggregate backlog.,PF,12.85,2281.454286489156
fig05,(d) Aggregate backlog.,PF,12.95,2325.8535397764285
fig05,(d) Aggregate backlog.,PF,13.05,2367.564372890958
fig05,(d) Aggregate backlog.,PF,13.15,2409.4522206650504
fig05,(d) Aggregate backlog.,PF,13.25,2449.573927320494
fig05,(d) Aggregate backlog.,PF,13.35,2491.490754262499
fig05,(d) Aggregate backlog.,PF,13.45,2533.2228328136102
fig05,(d) Aggregate backlog.,PF,13.55,2575.5051644825376
fig05,(d) Aggregate backlog.,PF,13.65,2617.000404008165
fig05,(d) Aggregate backlog.,PF,13.75,2657.8171355839227
fig05,(d) Aggregate backlog.,PF,13.85,2699.392952427016
fig05,(d) Aggregate backlog.,PF,13.95,2740.3615222922
fig05,(d) Aggregate backlog.,PF,14.05,2782.4750947838584
fig05,(d) Aggregate backlog.,PF,14.15,2824.6550535941024
fig05,(d) Aggregate backlog.,PF,14.25,2866.1680667723963
fig05,(d) Aggregate backlog.,PF,14.35,2907.481926188127
fig05,(d) Aggregate backlog.,PF,14.45,2949.0350996822804
fig05,(d) Aggregate backlog.,PF,14.55,2991.675231374588
fig05,(d) Aggregate backlog.,PF,14.65,3033.946794714487
fig05,(d) Aggregate backlog.,PF,14.75,3076.076304740461
fig05,(d) Aggregate backlog.,PF,14.85,3117.5032131577427
fig05,(d) Aggregate backlog.,PF,14.95,3158.373753668031
fig05,(d) Aggregate backlog.,PF,15.05,3199.9292105801774
fig05,(d) Aggregate backlog.,PF,15.15,3242.2790465918006
fig05,(d) Aggregate backlog.,PF,15.25,3285.199938840388
fig05,(d) Aggregate backlog.,PF,15.35,3328.2891025920217
fig05,(d) Aggregate backlog.,PF,15.45,3371.282646026365
fig05,(d) Aggregate backlog.,PF,15.55,3414.246604553288
fig05,(d) Aggregate backlog.,PF,15.65,3455.8680175095164
fig05,(d) Aggregate backlog.,PF,15.75,3496.336546353961
fig05,(d) Aggregate backlog.,PF,15.85,3537.3751839908223
fig05,(d) Aggregate backlog.,PF,15.95,3577.132511185704
fig05,(d) Aggregate backlog.,PF,16.05,3618.365931505281
fig05,(d) Aggregate backlog.,PF,16.150000000000002,3659.8766645629953
fig05,(d) Aggregate backlog.,PF,16.25,3702.774667933252
fig05,(d) Aggregate backlog.,PF,16.35,3745.409257435898
fig05,(d) Aggregate backlog.,PF,16.45,3786.0659412674
fig05,(d) Aggregate backlog.,PF,16.55,3826.996847454545
fig05,(d) Aggregate backlog.,PF,16.650000000000002,3868.278239686868
fig05,(d) Aggregate backlog.,PF,16.75,3910.614482809524
fig05,(d) Aggregate backlog.,PF,16.85,3951.856377285292
fig05,(d) Aggregate backlog.,PF,16.95,3992.685443988641
fig05,(d) Aggregate backlog.,PF,17.05,4033.220191137732
fig05,(d) Aggregate backlog.,PF,17.150000000000002,4074.784299500459
fig05,(d) Aggregate backlog.,PF,17.25,4116.602688915334
fig05,(d) Aggregate backlog.,PF,17.35,4158.071908353765
fig05,(d) Aggregate backlog.,PF,17.45,4200.334402841239
fig05,(d) Aggregate backlog.,PF,17.55,4241.246626083731
fig05,(d) Aggregate backlog.,PF,17.650000000000002,4284.094367799239
fig05,(d) Aggregate backlog.,PF,17.75,4325.113340764757
fig05,(d) Aggregate backlog.,PF,17.85,4367.153411139972
fig05,(d) Aggregate backlog.,PF,17.95,4408.469723038213
fig05,(d) Aggregate backlog.,PF,18.05,4449.5295499024105
fig05,(d) Aggregate backlog.,PF,18.15,4491.661638566635
fig05,(d) Aggregate backlog.,PF,18.25,4532.780255419381
fig05,(d) Aggregate backlog.,PF,18.35,4570.161406752714
fig05,(d) Aggregate backlog.,PF,18.45,4596.954021928318
fig05,(d) Aggregate backlog.,PF,18.55,4615.293859828697
fig05,(d) Aggregate backlog.,PF,18.65,4629.635539742278
fig05,(d) Aggregate backlog.,PF,18.75,4644.121338478641
fig05,(d) Aggregate backlog.,PF,18.85,4659.500066754902
fig05,(d) Aggregate backlog.,PF,18.95,4675.019194353193
fig05,(d) Aggregate backlog.,PF,19.05,4690.882233911312
fig05,(d) Aggregate backlog.,PF,19.15,4706.080388059228
fig05,(d) Aggregate backlog.,PF,19.25,4721.582515924704
fig05,(d) Aggregate backlog.,PF,19.35,4736.734107880112
fig05,(d) Aggregate backlog.,PF,19.450000000000003,4752.240196706924
fig05,(d) Aggregate backlog.,PF,19.55,4767.97260410362
fig05,(d) Aggregate backlog.,PF,19.65,4783.086994890095
fig05,(d) Aggregate backlog.,PF,19.75,4798.05076854618
fig05,(d) Aggregate backlog.,PF,19.85,4812.406578525714
fig05,(d) Aggregate backlog.,PF,19.950000000000003,4827.351984079737
fig05,(d) Aggregate backlog.,PF,20.05,4842.3509353218005
fig05,(d) Aggregate backlog.,PF,20.15,4856.948592646358
fig05,(d) Aggregate backlog.,PF,20.25,4872.212358458569
fig05,(d) Aggregate backlog.,PF,20.35,4887.547543890791
fig05,(d) Aggregate backlog.,PF,20.450000000000003,4903.704743780497
fig05,(d) Aggregate backlog.,PF,20.55,4918.788758048019
fig05,(d) Aggregate backlog.,PF,20.65,4934.352834767672
fig05,(d) Aggregate backlog.,PF,20.75,4948.67415201226
fig05,(d) Aggregate backlog.,PF,20.85,4964.228410172597
fig05,(d) Aggregate backlog.,PF,20.950000000000003,4979.448792297388
fig05,(d) Aggregate backlog.,PF,21.05,4994.70158613187
fig05,(d) Aggregate backlog.,PF,21.15,5009.883033604444
fig05,(d) Aggregate backlog.,PF,21.25,5025.434130901449
fig05,(d) Aggregate backlog.,PF,21.35,5042.422051548604
fig05,(d) Aggregate backlog.,PF,21.450000000000003,5058.087625881937
fig05,(d) Aggregate backlog.,PF,21.55,5072.848400558266
fig05,(d) Aggregate backlog.,PF,21.65,5086.857986840049
fig05,(d) Aggregate backlog.,PF,21.75,5101.845158722402
fig05,(d) Aggregate backlog.,PF,21.85,5116.520542251291
fig05,(d) Aggregate backlog.,PF,21.950000000000003,5131.821072734474
fig05,(d) Aggregate backlog.,PF,22.05,5146.428218185455
fig05,(d) Aggregate backlog.,PF,22.15,5162.23007624425
fig05,(d) Aggregate backlog.,PF,22.25,5177.125369224285
fig05,(d) Aggregate backlog.,PF,22.35,5191.907777458718
fig05,(d) Aggregate backlog.,PF,22.450000000000003,5206.656025890356
fig05,(d) Aggregate backlog.,PF,22.55,5221.253592472848
fig05,(d) Aggregate backlog.,PF,22.65,5236.559842445313
fig05,(d) Aggregate backlog.,PF,22.75,5250.72254350343
fig05,(d) Aggregate backlog.,PF,22.85,5265.379493226724
fig05,(d) Aggregate backlog.,PF,22.950000000000003,5280.445902800922
fig05,(d) Aggregate backlog.,PF,23.05,5296.562650345703
fig05,(d) Aggregate backlog.,PF,23.15,5311.992046212102
fig05,(d) Aggregate backlog.,PF,23.25,5326.827026850484
fig05,(d) Aggregate backlog.,PF,23.35,5341.288522575026
fig05,(d) Aggregate backlog.,PF,23.450000000000003,5356.146757912439
fig05,(d) Aggregate backlog.,PF,23.55,5370.876007811804
fig05,(d) Aggregate backlog.,PF,23.65,5385.611800324299
fig05,(d) Aggregate backlog.,PF,23.75,5400.380443591172
fig05,(d) Aggregate backlog.,PF,23.85,5415.656899638529
fig05,(d) Aggregate backlog.,PF,23.950000000000003,5430.909304965455
fig05,(d) Aggregate backlog.,PF,24.05,5445.978981818377
fig05,(d) Aggregate backlog.,PF,24.15,5460.163279232115
fig05,(d) Aggregate backlog.,PF,24.25,5474.434891843313
fig05,(d) Aggregate backlog.,PF,24.35,5494.288027568774
fig05,(d) Aggregate backlog.,PF,24.450000000000003,5527.607609626676
fig05,(d) Aggregate backlog.,PF,24.55,5571.370242562625
fig05,(d) Aggregate backlog.,PF,24.65,5621.715974839858
fig05,(d) Aggregate backlog.,PF,24.75,5671.524308267722
fig05,(d) Aggregate backlog.,PF,24.85,5724.207414582696
fig05,(d) Aggregate backlog.,PF,24.950000000000003,5775.826583773269
fig05,(d) Aggregate backlog.,PF,25.05,5827.71276047656
fig05,(d) Aggregate backlog.,PF,25.15,5877.824206482123
fig05,(d) Aggregate backlog.,PF,25.25,5926.845420109585
fig05,(d) Aggregate backlog.,PF,25.35,5975.352407518371
fig05,(d) Aggregate backlog.,PF,25.450000000000003,6024.033633361517
fig05,(d) Aggregate backlog.,PF,25.55,6075.792683129203
fig05,(d) Aggregate backlog.,PF,25.65,6127.394243766077
fig05,(d) Aggregate backlog.,PF,25.75,6177.692385351354
fig05,(d) Aggregate backlog.,PF,25.85,6227.211577719169
fig05,(d) Aggregate backlog.,PF,25.950000000000003,6277.624774966166
fig05,(d) Aggregate backlog.,PF,26.05,6328.3399631460925
fig05,(d) Aggregate backlog.,PF,26.15,6379.238430443584
fig05,(d) Aggregate backlog.,PF,26.25,6428.444975463418
fig05,(d) Aggregate backlog.,PF,26.35,6479.438849323417
fig05,(d) Aggregate backlog.,PF,26.450000000000003,6529.186105518736
fig05,(d) Aggregate backlog.,PF,26.55,6579.865947046778
fig05,(d) Aggregate backlog.,PF,26.65,6629.110328625567
fig05,(d) Aggregate backlog.,PF,26.75,6679.573728859253
fig05,(d) Aggregate backlog.,PF,26.85,6728.337035461075
fig05,(d) Aggregate backlog.,PF,26.950000000000003,6777.04453321997
fig05,(d) Aggregate backlog.,PF,27.05,6827.085786584383
fig05,(d) Aggregate backlog.,PF,27.15,6877.597374657053
fig05,(d) Aggregate backlog.,PF,27.25,6930.177546651849
fig05,(d) Aggregate backlog.,PF,27.35,6980.308426108745
fig05,(d) Aggregate backlog.,PF,27.450000000000003,7031.822716844585
fig05,(d) Aggregate backlog.,PF,27.55,7080.648469020616
fig05,(d) Aggregate backlog.,PF,27.65,7131.109098869899
fig05,(d) Aggregate backlog.,PF,27.75,7181.541620414952
fig05,(d) Aggregate backlog.,PF,27.85,7231.699122075307
fig05,(d) Aggregate backlog.,PF,27.950000000000003,7281.909765612862
fig05,(d) Aggregate backlog.,PF,28.05,7331.201294578589
fig05,(d) Aggregate backlog.,PF,28.15,7380.625079829351
fig05,(d) Aggregate backlog.,PF,28.25,7429.163446952375
fig05,(d) Aggregate backlog.,PF,28.35,7478.547835570942
fig05,(d) Aggregate backlog.,PF,28.450000000000003,7529.639723152129
fig05,(d) Aggregate backlog.,PF,28.55,7579.759922983353
fig05,(d) Aggregate backlog.,PF,28.65,7629.688004122819
fig05,(d) Aggregate backlog.,PF,28.75,7679.020595573522
fig05,(d) Aggregate backlog.,PF,28.85,7728.450111589208
fig05,(d) Aggregate backlog.,PF,28.950000000000003,7777.635573288274
fig05,(d) Aggregate backlog.,PF,29.05,7826.135179098162
fig05,(d) Aggregate backlog.,PF,29.15,7876.515183468018
fig05,(d) Aggregate backlog.,PF,29.25,7926.543176027114
fig05,(d) Aggregate backlog.,PF,29.35,7977.836546975752
fig05,(d) Aggregate backlog.,PF,29.450000000000003,8028.251840219839
fig05,(d) Aggregate backlog.,PF,29.55,8078.885582122126
fig05,(d) Aggregate backlog.,PF,29.65,8129.831394731744
fig05,(d) Aggregate backlog.,PF,29.75,8181.672404947076
fig05,(d) Aggregate backlog.,PF,29.85,8232.256443124794
fig05,(d) Aggregate backlog.,PF,29.950000000000003,8281.730210338466
fig05,(d) Aggregate backlog.,PF,30.05,8330.52784233189
fig05,(d) Aggregate backlog.,PF,30.15,8380.128639811172
fig05,(d) Aggregate backlog.,PF,30.25,8431.425343035977
fig05,(d) Aggregate backlog.,PF,30.35,8456.613146796391
fig05,(d) Aggregate backlog.,MR,0.45,8.254570088878795
fig05,(d) Aggregate backlog.,MR,0.55,12.322028012468904
fig05,(d) Aggregate backlog.,MR,0.65,20.45978896762528
fig05,(d) Aggregate backlog.,MR,0.75,28.53272525897117
fig05,(d) Aggregate backlog.,MR,0.8500000000000001,36.567503660109146
fig05,(d) Aggregate backlog.,MR,0.95,44.69024083660543
fig05,(d) Aggregate backlog.,MR,1.05,52.79327715218225
fig05,(d) Aggregate backlog.,MR,1.15,60.93334126877591
fig05,(d) Aggregate backlog.,MR,1.25,68.95625112591878
fig05,(d) Aggregate backlog.,MR,1.35,76.97956178047184
fig05,(d) Aggregate backlog.,MR,1.4500000000000002,84.99146052273703
fig05,(d) Aggregate backlog.,MR,1.55,92.99813844465896
fig05,(d) Aggregate backlog.,MR,1.65,101.0171779485908
fig05,(d) Aggregate backlog.,MR,1.75,109.02728950080969
fig05,(d) Aggregate backlog.,MR,1.85,117.03140957888776
fig05,(d) Aggregate backlog.,MR,1.95,125.02103021370796
fig05,(d) Aggregate backlog.,MR,2.0500000000000003,133.09269730914545
fig05,(d) Aggregate backlog.,MR,2.15,141.16570237220853
fig05,(d) Aggregate backlog.,MR,2.25,149.2909355789034
fig05,(d) Aggregate backlog.,MR,2.35,157.3284136686511
fig05,(d) Aggregate backlog.,MR,2.45,165.34335846273092
fig05,(d) Aggregate backlog.,MR,2.5500000000000003,173.3734482384386
fig05,(d) Aggregate backlog.,MR,2.6500000000000004,181.39238320903343
fig05,(d) Aggregate backlog.,MR,2.75,189.4495603368756
fig05,(d) Aggregate backlog.,MR,2.85,197.48589717346437
fig05,(d) Aggregate backlog.,MR,2.95,205.4938737552825
fig05,(d) Aggregate backlog.,MR,3.0500000000000003,213.4675854131547
fig05,(d) Aggregate backlog.,MR,3.1500000000000004,221.51493564891777
fig05,(d) Aggregate backlog.,MR,3.25,229.57661736017317
fig05,(d) Aggregate backlog.,MR,3.35,237.6822785926548
fig05,(d) Aggregate backlog.,MR,3.45,245.8059274425657
fig05,(d) Aggregate backlog.,MR,3.5500000000000003,253.9123680459437
fig05,(d) Aggregate backlog.,MR,3.65,262.0325882908235
fig05,(d) Aggregate backlog.,MR,3.75,270.0686108426443
fig05,(d) Aggregate backlog.,MR,3.85,278.1791700677156
fig05,(d) Aggregate backlog.,MR,3.95,286.3361117234073
fig05,(d) Aggregate backlog.,MR,4.05,294.4960202621716
fig05,(d) Aggregate backlog.,MR,4.15,302.67671644165875
fig05,(d) Aggregate backlog.,MR,4.25,310.8323036737484
fig05,(d) Aggregate backlog.,MR,4.3500000000000005,318.9828713684336
fig05,(d) Aggregate backlog.,MR,4.45,327.135037413429
fig05,(d) Aggregate backlog.,MR,4.55,335.3406981547168
fig05,(d) Aggregate backlog.,MR,4.65,343.6097687771892
fig05,(d) Aggregate backlog.,MR,4.75,351.8806278846272
fig05,(d) Aggregate backlog.,MR,4.8500000000000005,360.05192967035345
fig05,(d) Aggregate backlog.,MR,4.95,368.2598806204135
fig05,(d) Aggregate backlog.,MR,5.050000000000001,376.40414337144085
fig05,(d) Aggregate backlog.,MR,5.15,384.5477308081783
fig05,(d) Aggregate backlog.,MR,5.25,392.6767632012596
fig05,(d) Aggregate backlog.,MR,5.3500000000000005,400.8117320542432
fig05,(d) Aggregate backlog.,MR,5.45,409.0411154265778
fig05,(d) Aggregate backlog.,MR,5.550000000000001,417.191081733221
fig05,(d) Aggregate backlog.,MR,5.65,425.4140216064063
fig05,(d) Aggregate backlog.,MR,5.75,433.5531754882156
fig05,(d) Aggregate backlog.,MR,5.8500000000000005,441.7078723036425
fig05,(d) Aggregate backlog.,MR,5.95,449.819708793124
fig05,(d) Aggregate backlog.,MR,6.050000000000001,457.9374876454895
fig05,(d) Aggregate backlog.,MR,6.15,466.0349138995942
fig05,(d) Aggregate backlog.,MR,6.25,474.12519093641214
fig05,(d) Aggregate backlog.,MR,6.3500000000000005,483.6597986879881
fig05,(d) Aggregate backlog.,MR,6.45,496.7685707194036
fig05,(d) Aggregate backlog.,MR,6.550000000000001,512.7476921504767
fig05,(d) Aggregate backlog.,MR,6.65,530.1018269873065
fig05,(d) Aggregate backlog.,MR,6.75,546.7409448092243
fig05,(d) Aggregate backlog.,MR,6.8500000000000005,563.347147
fig05,(d) Aggregate backlog.,MR,6.95,580.0203487902869
fig05,(d) Aggregate backlog.,MR,7.050000000000001,596.6473750894323
fig05,(d) Aggregate backlog.,MR,7.15,613.0961282394322
fig05,(d) Aggregate backlog.,MR,7.25,629.3744298824787
fig05,(d) Aggregate backlog.,MR,7.35,645.5762367333333
fig05,(d) Aggregate backlog.,MR,7.45,661.8504429808489
fig05,(d) Aggregate backlog.,MR,7.550000000000001,678.1259577676414
fig05,(d) Aggregate backlog.,MR,7.65,694.3842280509747
fig05,(d) Aggregate backlog.,MR,7.75,710.6258618034591
fig05,(d) Aggregate backlog.,MR,7.85,726.8661870166667
fig05,(d) Aggregate backlog.,MR,7.95,743.1397028731884
fig05,(d) Aggregate backlog.,MR,8.05,759.4318357731885
fig05,(d) Aggregate backlog.,MR,8.15,775.7073505599809
fig05,(d) Aggregate backlog.,MR,8.25,791.9496747034591
fig05,(d) Aggregate backlog.,MR,8.35,808.173381803459
fig05,(d) Aggregate backlog.,MR,8.450000000000001,824.4296429808488
fig05,(d) Aggregate backlog.,MR,8.55,840.7210914141821
fig05,(d) Aggregate backlog.,MR,8.65,856.9973008700522
fig05,(d) Aggregate backlog.,MR,8.75,873.2389346225367
fig05,(d) Aggregate backlog.,MR,8.85,889.4633261892033
fig05,(d) Aggregate backlog.,MR,8.950000000000001,905.7189028731884
fig05,(d) Aggregate backlog.,MR,9.05,922.0110357731884
fig05,(d) Aggregate backlog.,MR,9.15,938.2865505599808
fig05,(d) Aggregate backlog.,MR,9.25,954.5288747034592
fig05,(d) Aggregate backlog.,MR,9.35,970.7525818034592
fig05,(d) Aggregate backlog.,MR,9.45,987.0088429808488
fig05,(d) Aggregate backlog.,MR,9.55,1003.3002914141822
fig05,(d) Aggregate backlog.,MR,9.65,1019.5765008700522
fig05,(d) Aggregate backlog.,MR,9.75,1035.8181346225367
fig05,(d) Aggregate backlog.,MR,9.85,1052.0425261892035
fig05,(d) Aggregate backlog.,MR,9.95,1068.2981028731883
fig05,(d) Aggregate backlog.,MR,10.05,1084.5902357731884
fig05,(d) Aggregate backlog.,MR,10.15,1100.8657505599806
fig05,(d) Aggregate backlog.,MR,10.25,1117.1080747034591
fig05,(d) Aggregate backlog.,MR,10.35,1133.331781803459
fig05,(d) Aggregate backlog.,MR,10.45,1149.5880429808487
fig05,(d) Aggregate backlog.,MR,10.55,1165.8794914141822
fig05,(d) Aggregate backlog.,MR,10.65,1182.1557008700522
fig05,(d) Aggregate backlog.,MR,10.75,1198.3973346225366
fig05,(d) Aggregate backlog.,MR,10.85,1214.6217261892032
fig05,(d) Aggregate backlog.,MR,10.95,1230.8773028731882
fig05,(d) Aggregate backlog.,MR,11.05,1247.1694357731883
fig05,(d) Aggregate backlog.,MR,11.15,1263.4449505599807
fig05,(d) Aggregate backlog.,MR,11.25,1279.6872747034593
fig05,(d) Aggregate backlog.,MR,11.35,1295.9109818034592
fig05,(d) Aggregate backlog.,MR,11.45,1312.1672429808489
fig05,(d) Aggregate backlog.,MR,11.55,1328.458691414182
fig05,(d) Aggregate backlog.,MR,11.65,1344.7349008700523
fig05,(d) Aggregate backlog.,MR,11.75,1360.9765346225367
fig05,(d) Aggregate backlog.,MR,11.85,1377.2009261892033
fig05,(d) Aggregate backlog.,MR,11.95,1393.4565028731886
fig05,(d) Aggregate backlog.,MR,12.05,1409.7486357731884
fig05,(d) Aggregate backlog.,MR,12.15,1426.0241505599809
fig05,(d) Aggregate backlog.,MR,12.25,1442.266474703459
fig05,(d) Aggregate backlog.,MR,12.35,1461.241133953459
fig05,(d) Aggregate backlog.,MR,12.45,1485.7662104020703
fig05,(d) Aggregate backlog.,MR,12.55,1515.844727968737
fig05,(d) Aggregate backlog.,MR,12.65,1548.640269433936
fig05,(d) Aggregate backlog.,MR,12.75,1581.3673850985324
fig05,(d) Aggregate backlog.,MR,12.85,1614.0594544318658
fig05,(d) Aggregate backlog.,MR,12.95,1646.7846980000002
fig05,(d) Aggregate backlog.,MR,13.05,1679.5782040496897
fig05,(d) Aggregate backlog.,MR,13.15,1712.3736004815553
fig05,(d) Aggregate backlog.,MR,13.25,1745.1339204815552
fig05,(d) Aggregate backlog.,MR,13.35,1777.861054431866
fig05,(d) Aggregate backlog.,MR,13.45,1810.586298
fig05,(d) Aggregate backlog.,MR,13.55,1843.3798040496893
fig05,(d) Aggregate backlog.,MR,13.65,1876.1752004815555
fig05,(d) Aggregate backlog.,MR,13.75,1908.9355204815556
fig05,(d) Aggregate backlog.,MR,13.85,1941.6626544318656
fig05,(d) Aggregate backlog.,MR,13.95,1974.387898
fig05,(d) Aggregate backlog.,MR,14.05,2007.1814040496893
fig05,(d) Aggregate backlog.,MR,14.15,2039.976800481555
fig05,(d) Aggregate backlog.,MR,14.25,2072.7371204815554
fig05,(d) Aggregate backlog.,MR,14.35,2105.464254431866
fig05,(d) Aggregate backlog.,MR,14.45,2138.189498
fig05,(d) Aggregate backlog.,MR,14.55,2170.983004049689
fig05,(d) Aggregate backlog.,MR,14.65,2203.7784004815558
fig05,(d) Aggregate backlog.,MR,14.75,2236.538720481556
fig05,(d) Aggregate backlog.,MR,14.85,2269.265854431866
fig05,(d) Aggregate backlog.,MR,14.95,2301.991098
fig05,(d) Aggregate backlog.,MR,15.05,2334.7846040496897
fig05,(d) Aggregate backlog.,MR,15.15,2367.580000481555
fig05,(d) Aggregate backlog.,MR,15.25,2400.3403204815554
fig05,(d) Aggregate backlog.,MR,15.35,2433.067454431866
fig05,(d) Aggregate backlog.,MR,15.45,2465.792698
fig05,(d) Aggregate backlog.,MR,15.55,2498.586204049689
fig05,(d) Aggregate backlog.,MR,15.65,2531.381600481556
fig05,(d) Aggregate backlog.,MR,15.75,2564.141920481555
fig05,(d) Aggregate backlog.,MR,15.85,2596.8690544318656
